"inscription_desc_4860","After waiting for 1s while scoped, CritX +2.0x for the next shot.","Wenn du im Visier 1s wartest +2,0x Krit. Multiplikator beim nächsten Schuss ."
"inscription_desc_4861","Killing an enemy with a critical hit deals the weapon's damage to enemies within 10m.","Das Töten eines Gegners durch einen kritischen Treffer fügt Gegnern im Umkreis von 10 m Waffenschaden zu."
"inscription_desc_4862","+1.0x CritX for next shot and drops ammo for current weapon when defeating an enemy with crit hit.","+1,0x Krit. Multiplikator für den nächsten Schuss & Munition für die aktuelle Waffe beim Besiegen eines Gegners mit kritischem Treffer."
"inscription_desc_4864","Return ammo to the magazine on miss.","Munition kehrt bei Fehlschüssen ins Magazin zurück."
"inscription_desc_4865","Projectile +0.2 for every enemy killed (resets after reload).","+0,2 Projektile für jeden getöteten Gegner (wird nach Nachladen zurückgesetzt)."
"inscription_desc_4866","When triggering Elemental Effect, spread it to all enemies within 8m.","Ein ausgelöster Elementareffekt wirkt auf alle Gegner im Umkreis von 8m."
"inscription_desc_4867","+100% Effective Range, +100% Accuracy","+100% effektive Reichweite, +100% Genauigkeit"
"inscription_desc_4868","+100% Effective Range, +100% Stability","+100% effektive Reichweite, +100% Stabilität"
"inscription_desc_4869","CritX +0.8x for 1.5 s after using the scope.","+0,8x Krit. Multiplikator für 1,5s nachdem das Visier genutzt wird."
"inscription_desc_4900","Grants +0.5x CritX and guarantees crit hits for a short time when all three shots deal crit hits.","Sind alle drei Schüsse kritische Treffer: +0,5x Krit. Multiplikator, alle Schüsse treffen für kurze Zeit garantiert kritisch."
"inscription_desc_4901","Increase total DMG by 15% for every ammo consumed by using the Weapon Skill.","+15% Gesamtschaden pro verbrauchter Munition durch Verwenden der Waffenfähigkeit."
"inscription_desc_4902","+0.4x CritX for each enemy defeated with a mark, up to 4x. If the mark misses an enemy, -0.2x bonus CritX","Für jeden besiegten markierten Gegner erhöht sich der Krit. Multiplikator um +0.2x, bis zu max. +4x. Wenn ein markierter Gegner vertroffen wird -0.2x Krit. Multiplikator"
"inscription_desc_4903","Increases the radius of the forcefield sphere. +50% Lucky Shot Chance to projectiles passing through the sphere.","Erhöht den Radius der Energiesphäre. +50% Glücksschusschance für Projektile, die durch die Sphäre fliegen."
"inscription_desc_4904","RoF +50%. Accuracy and Stability +100%.","+50% Feuerrate, +100% Genauigkeit, +100% Stabilität."
"inscription_desc_4905","Increase total DMG by 2% for each ammo in the magazine.","+2% Gesamtschaden für jede Munition im Magazin."
"inscription_desc_4907","Reloading halves the crit buff stacks.","Nachladen halbiert die krit.-Bonus-Stapel."
"inscription_desc_4908","Every stack of the buff adds additional 1% Lucky Shot Chance and 5% Stability.","+1% Glücksschusschance und +5% Stabilität für jeden krit.-Bonus-Stapel."
"inscription_desc_4909","+55% chance to gain one more projectile.","+55% Chance für +1 Projektil."
"inscription_desc_4911","The initial split is now 5 bullets.","Der ursprüngliche Schuss wird nun in 5 Schüsse aufgeteilt."
"inscription_desc_4912","Increase total DMG by 30% for every time the shot splits.","+30% Schaden für jede Teilung des Schusses"
"inscription_desc_4914","There is a 33% chance to create a large explosion on crit hits (guaranteed to trigger after defeating an enemy with a crit hit), dealing DMG and Burning Effect to nearby enemies.","33% Chance bei kritischen Treffern eine große Explosion auszulösen (garantiert nach dem Besiegen eines Gegners mit einem kritischen Treffer), die Schaden und Brenneffekt auf nahegelegene Gegner verursacht."
"inscription_desc_4916","Hitting an enemy up 10% weapon DMG for 2s (Up to +150%).","Wird ein Gegner getroffen, erhöht sich der Waffen-Basisschaden um +10% für 2s (bis zu +150%)."
"inscription_desc_4917","Projectiles +4, Effective Range +80%.","+4 Projektile, +80% Effektive Reichweite."
"inscription_desc_4918","+200% Effective Range; +1 Piercing. +100% Shot Speed.","+200% Effektive Reichweite; +1 Durchdringung. +100% Schussgeschwindigkeit."
"inscription_desc_4919","+20% Lucky Shot Chance. +1.0x CritX and +30% Lucky Shot Chance when fully charged.","+20% Glücksschusschance. +1,0x Krit. Multiplikator und +30% Glücksschusschance bei voller Ladung."
"inscription_desc_4920","When firing at enemy within 5m, Lucky Shot Chance +80%.","Wenn du auf einen Gegner in deinem Umkreis von 5m schießt: +80% Glücksschusschance."
"inscription_desc_4921","+50% total DMG on a direct hit.","+50% Gesamtschaden bei direktem Treffer."
"inscription_desc_4922","Weapon DMG bonus for hitting the same target +100%.","+100% Waffenschadensbonus wenn dasselbe Ziel getroffen wird."
"inscription_desc_4923","Increase total DMG by 50% for every bounce the projectile made. (Max+100%).","Schaden wird für jeden Abpraller des Projektils um 50% erhöht. (Max +100%)."
"inscription_desc_4924","For every enemy hit, increase total DMG Dealt by 25% (Up to +200%) to current attack.","Jedes Mal, wenn du von einem Gegner getroffen wirst, erhalte +25% Schaden für den nächsten Angriff (max. 200%)."
"inscription_desc_4925","+100% Total DMG to enemies pulled into the gravity orb's center","Im Zentrum der Gravitationskugel erhalten Gegner 100% mehr Schaden"
"inscription_desc_4926","+25% Lucky Shot Chance for each projectile detonated at the same time.","+25% Glücksschusschance für jedes Projektil, das gleichzeitig detoniert."
"inscription_desc_4927","+3m AoE Range. Enemies inflicted get hit once again at 50% usual DMG.","+3m Reichweite. Getroffene Gegner erhlaten nochmal zusätzlich 50% Waffenschaden."
"inscription_desc_4928","Grants an additional beam that homes in on another enemy at 50% usual DMG.","Erhalte einen zusätzlichen Strahl, der einen weiteren Gegner mit 50% des Waffenschadens trifft."
"inscription_desc_4929","Elemental effect chance +100%. Increase total weapon DMG by 50% against enemies affected by Burning effect.","+100% Elementareffektchance. +50% Gesamt-Waffenschaden gegenüber Gegnern mit Brandeffekt."
"inscription_desc_4930","+100% Weapon DMG for each enemy the ammo pierces and an additional damage is applied to all enemies it has passed through.","+100% Waffenschaden für jeden durchdrungenen Gegner. Alle durchdrungenen Gegner erhalten zusätzlichen Schaden."
"inscription_desc_4931","After hitting an enemy with both bullets, next shot +1.5x CritX .","Wird ein Gegner mit beiden Geschossen getroffen hat der nächsten Schuss +1,5x Krit. Multiplikator."
"inscription_desc_4932","+30% weapon DMG and RoF, -50% Charge Time with scope on.","+30% Waffenschaden und Feuerrate, -50% Aufladedauer im Visier."
"inscription_desc_4933","+30% Weapon DMG, +1.0x CritX, and shots do not consume ammo within 2s while using ADS.","+30% Waffenschaden, +1,0x Krit. Multiplikator und Schüsse verbrauchen innerhalb von 2s beim Anvisieren keine Munition."
"inscription_desc_4934","+75% Lucky Shot Chance for each 0.5s, up to 150%","+75% Glücksschusschance alle 0,5s, maximal 150%"
"inscription_desc_4935","RoF +50%, Projectile speed +50%, Lucky Shot Chance +50%","+50% Feuerrate, +50%Geschossgeschwindigkeit, +50% Glücksschusschance."
"inscription_desc_4936","+100% Lucky Shot Chance per ricochet.","+100 % Glücksschusschance pro Querschläger."
"inscription_desc_4937","Deals extra DMG when the projectile goes through the enemy. Weapon RoF -30%.","Wurfsterne verursachen zusätzlichen Schaden, wenn sie den Gegner durchdringen. -30% Feuerrate."
"talent_name_2025","Twin Gunner","Zweihändig"
"talent_name_2026|talent_name_5401","Ember Eruption","Funkeneruption"
"talent_name_2028|state_name_32032|suit_item_15021_1|suit_item_15052_5|talent_name_5402|state_name_32047|seasonsuit_item_15021_1|seasonsuit_item_15052_5","Sustained Fire","Dauerfeuer"
"talent_name_2029|state_name_32033|throw_name_1415|suit_item_15051_3|talent_name_5403|seasonsuit_item_15051_3","Adrenal Rush","Adrenalinrausch"
"talent_name_2030|state_name_32045|suit_item_15020_1|seasonsuit_item_15020_1","Survival Instinct","Überlebensinstinkt"
"talent_name_2031|suit_item_15051_4|talent_name_5404|seasonsuit_item_15051_4","Close Call","Knappe Kiste"
"talent_name_2032|state_name_32035","Golden Comeback","Goldenes Comeback"
"talent_name_2033|roomchallenge_name_3001_1021|roomchallenge_name_3001_1022|suit_item_15051_5|roomchallenge_name_3020_1021|roomchallenge_name_3020_1022|roomchallenge_name_3008_1021|roomchallenge_name_3008_1022|seasonsuit_item_15051_5","Battle-Tested","Kampferprobt"
"talent_name_2034|state_name_32052","Sharpshooter","Scharfschütze"
"talent_name_2035|state_name_32050","Lucky Ammo","Glücksmunition"
"talent_name_2036","Ammo Expert","Munitionsexperte"
"talent_name_2037","Explosion Enhancement","Explosionsverbesserung"
"talent_name_2038|suit_item_15019_1|seasonsuit_item_15019_1","Grenade Master","Granatenmeister"
"talent_name_2039|suit_item_15052_4|seasonsuit_item_15052_4","Mad Bomber","Verrückter Bombenwerfer"
"talent_name_2041|state_name_32041","Unleashed Potential","Entfesseltes Potenzial"
"talent_name_2042|state_name_32039|talent_name_5405|state_name_32048","Overloading","Überladen"
"talent_name_2043|suit_item_15052_3|talent_name_2045|seasonsuit_item_15052_3","Precise Explosion","Präzise Explosion"
"talent_name_2044","Double Explosions","Doppelexplosion"
"talent_name_2102|suit_item_15023_2|seasonsuit_item_15023_2","Chained Duration","Dauerhafte Verbesserung"
"talent_name_2103","Blinding Sphere","Blendende Sphäre"
"talent_name_2104","Power Source","Kraftquelle"
"talent_name_2105","Energy Bolt","Energiebolzen"
"talent_name_2106|state_name_32113","Energy Blade","Energieklinge"
"talent_name_2109|state_name_32103|talent_name_5406","Wildfire","Lauffeuer"
"talent_name_2111|suit_item_15022_1|talent_name_5407|seasonsuit_item_15022_1","Elemental Rage","Elementare Wut"
"talent_name_2113|suit_item_15054_4|seasonsuit_item_15054_4","Backpack Expansion","Rucksackerweiterung"
"talent_name_2116|suit_item_15054_3|seasonsuit_item_15054_3","Hex Smoke","Rauch hoch sechs"
"talent_name_2119|state_name_32119|state_name_32120|suit_item_15024_1|seasonsuit_item_15024_1","Advanced Shield","Erweiterter Schild"
"talent_name_2120|state_name_32117|state_name_32118|suit_item_15024_2|seasonsuit_item_15024_2","Elemental Shield","Elementarschild"
"talent_name_2123","Energy Echo","Energieecho"
"talent_name_2124|suit_item_15023_1|seasonsuit_item_15023_1","Toxic Smoke","Giftiger Rauch"
"talent_name_2125|suit_item_15053_5|talent_name_5408|seasonsuit_item_15053_5","Pyrodominance","Pyrodominanz"
"talent_name_2126|suit_item_15053_3|talent_name_5409|seasonsuit_item_15053_3","Electrodominance","Elektrodominanz"
"talent_name_2127|suit_item_15053_4|seasonsuit_item_15053_4","Acidominance","Säuredominanz"
"talent_name_2129|suit_item_15054_5|seasonsuit_item_15054_5","Acidic Explosion","Säureexplosion"
"talent_name_2202|suit_item_15025_1|seasonsuit_item_15025_1","Last Breath","Letzter Atemzug"
"talent_name_2203|state_name_32201|state_name_32227|suit_item_15055_5|seasonsuit_item_15055_5","Steel Armor","Stahlrüstung"
"talent_name_2205|suit_item_15055_3|seasonsuit_item_15055_3","Regen Hit","Rüstungsregeneration"
"talent_name_2207","Absolute Advantage","Absoluter Vorteil"
"talent_name_2208|state_name_32204|suit_item_15027_1|seasonsuit_item_15027_1","Fierce Wings","Heftige Flügel"
"talent_name_2210|state_name_32217|talent_name_2219","Easy Kill","Leichte Beute"
"talent_name_2212","Cleave Carnival","Hiebwahnsinn"
"talent_name_2214|suit_item_15056_4|talent_name_5410|seasonsuit_item_15056_4","Close Combat","Nahkampf"
"talent_name_2216|state_name_32213|state_name_32214|clientstate_name_1003|talent_name_5411","Hail of Bullets","Kugelhagel"
"talent_desc_2025_1","While Dual-Wielding, +100% Weapon DMG, but +100% ammo consumption.","Während Akimbo: +100% Waffenschaden, aber +100% Munitionsverbrauch."
"talent_desc_2025_2","While Dual-Wielding, +125% Weapon DMG, and there is a 50% chance to +100% ammo consumption.","Während Akimbo: +125% Waffenschaden, aber zu 50% +100% Munitionsverbrauch."
"talent_desc_2025_3","While Dual-Wielding, +150% Weapon DMG without additional ammo consumption.","Während Akimbo: +150% Waffenschaden, kein zusätzlicher Munitionsverbrauch."
"talent_desc_2026_1|talent_desc_5401_1","When the remaining ammo in the magazine is 30% or less (or equal to 1), +40% weapon DMG.","Ist das Magazin nicht mehr als 30% voll (min. 1 Schuss), erhöht sich der Waffenschaden um +40%."
"talent_desc_2026_2|talent_desc_5401_2","When the remaining ammo in the magazine is 40% or less (or equal to 1), +80% weapon DMG.","Ist das Magazin nicht mehr als 40% voll (min. 1 Schuss), erhöht sich der Waffenschaden um +80%."
"talent_desc_2026_3|talent_desc_5401_3","When the remaining ammo in the magazine is 50% or less (or equal to 1), +120% weapon DMG.","Ist das Magazin nicht mehr als 50% voll (min. 1 Schuss), erhöht sich der Waffenschaden um +120%."
"talent_desc_2028_1|talent_desc_5402_1","After killing an enemy or destroying an item, Weapon DMG and Explosion DMG +50% for 6s","Nach Gegnerliminierung oder Zerstören eines Gegenstands: +50% Waffen- und Explosionsschaden für 6s."
"talent_desc_2028_2|talent_desc_5402_2","After killing an enemy or destroying an item, Weapon DMG and Explosion DMG +75% for 6s","Nach Gegnerliminierung oder Zerstören eines Gegenstands: +75% Waffen- und Explosionsschaden für 6s."
"talent_desc_2028_3|talent_desc_5402_3","After killing an enemy or destroying an item, Weapon DMG and Explosion DMG +100% for 20s","Nach Gegnerliminierung oder Zerstören eines Gegenstands: +100% Waffen- und Explosionsschaden für 20s."
"talent_desc_2029_1|talent_desc_5403_1|talent_briefdesc_5403_1","+10% DMG Resistance and recover 1% HP/s for 6s after killing an enemy or destroying an item.","Nach Gegnerliminierung oder Zerstören eines Gegenstands: +10% Schadensresistenz und 1% HP/s für 6s."
"talent_desc_2029_2|talent_desc_5403_2|talent_briefdesc_5403_2","+15% DMG Resistance and recover 1.5% HP/s for 6s after killing an enemy or destroying an item.","Nach Gegnerliminierung oder Zerstören eines Gegenstands: +15% Schadensresistenz und 1,5% HP/s für 6s."
"talent_desc_2029_3|talent_desc_5403_3|talent_briefdesc_5403_3","+20% DMG Resistance and recover 2% HP/s for 20s after killing an enemy or destroying an item.","Nach Gegnerliminierung oder Zerstören eines Gegenstands: +20% Schadensresistenz und 2% HP/s für 20s."
"talent_desc_2030_1","+20 Max HP. During dual-wielding, Max HP bonus is doubled","+20 max. HP. Dieser Bonus ist während Akimbo verdoppelt."
"talent_desc_2030_2","+40 Max HP. During dual-wielding, Max HP bonus is doubled","+40 max. HP. Dieser Bonus ist während Akimbo verdoppelt."
"talent_desc_2030_3","+60 Max HP. During dual-wielding, Max HP bonus is doubled, and there's a 50% chance of recovering HP equivalent to DMG taken when injured.","+60 max. HP. Dieser Bonus ist während Akimbo verdoppelt, außerdem gibt es während Akimbo eine 50%-Chance beim Erleiden von Schaden den erlittenen Schaden zu regenerieren."
"talent_desc_2031_1|talent_briefdesc_2031_1|talent_desc_5404_1|talent_briefdesc_5404_1","When max HP decreased by 25%, immune to normal damage for 2s.","Wenn max. HP um 25% verringert wurden, 2s lang immun gegen normalen Schaden."
"talent_desc_2031_2|talent_briefdesc_2031_2|talent_desc_5404_2|talent_briefdesc_5404_2","When max HP decreased by 25%, immune to normal damage for 3s.","Wenn max. HP um 25% verringert wurden, 3s lang immun gegen normalen Schaden."
"talent_desc_2031_3|talent_briefdesc_2031_3|talent_desc_5404_3|talent_briefdesc_5404_3","When max HP decreased by 10%, immune to normal damage for 4s.","Wenn max. HP um 10% verringert wurden, 4s lang immun gegen normalen Schaden."
"talent_desc_2032_1","During the Dual-Wield, recover to 30% of Max HP when taking first 2 lethal damage, and immune to damage for 1s","Für die ersten 2 tödliche Treffer während Akimbo erhälst du 30% max. HP zurück und wirst 1s Immun gegen Schaden."
"talent_desc_2032_2","During the Dual-Wield, recover to 40% of Max HP when taking first 3 lethal damage, and immune to damage for 1s","Für die ersten 3 tödliche Treffer während Akimbo erhälst du 40% max. HP zurück und wirst 1s Immun gegen Schaden."
"talent_desc_2032_3","During the Dual-Wield, recover to 50% of Max HP when taking first 4 lethal damage, and immune to damage for 1s. When all charges are used, recover to 1 charge after 4s","Für die ersten 4 tödliche Treffer während Akimbo erhälst du 50% max. HP zurück und wirst 1s Immun gegen Schaden. Nach dem 4. tödlichen Treffer erhälst du nach 4s einen Stapel, der den Effekt ein weiteres Mal auslösen kann."
"talent_desc_2033_1","+50% duration to dual-wielding","+50% Dauer von Akimbo."
"talent_desc_2033_2","+75% duration to dual-wielding","+75% Dauer von Akimbo."
"talent_desc_2033_3","Doubled the duration of Dual-wielding. While dual-wielding, every 20 ammo consumed +2s to the duration.","+100% Dauer von Akimbo. Während Akimbo: Für je 20 verbrauchter Munition wird Akimbo um 2s verlängert."
"talent_desc_2034_1","+30% RoF and Accuracy while dual-wielding. When dual-wield ends, -1s next dual-wield cooldown for every 1s of remaining duration.","+30% Feuerrate und Genauigkeit während Akimbo. Beim vorzeitigen Ende vom Akimbo wird die verbleibende Dauer von der Abklingzeit für Akimbo abgezogen."
"talent_desc_2035_1","+20% to Lucky Shot Chance while dual-wielding","Während Akimbo: +20% Glücksschusschance."
"talent_desc_2035_2","+30% to Lucky Shot Chance while dual-wielding","Während Akimbo: +30% Glücksschusschance."
"talent_desc_2035_3","+40% Lucky Shot Chance while dual-wielding. When triggering a crit hit and a lucky shot simultaneously, gain an additional +20% Lucky Shot Chance for 1s.","Während Akimbo: +40% Glücksschusschance. Bei gleichzeitigem Krit.- und Glückstreffer erhältst du zusätzlich 1s lang eine +20% Glücksschusschance."
"talent_desc_2036_1","Recovers 5 reserve ammo per second. While dual-wielding, doubles the amount of ammo recovery, and grants you a 20% chance not to consume ammo upon shooting.","Regeneriert 5 Reservemunition pro Sekunde. Während Akimbo: Regeneriert die doppelte Menge Reservemunition, zudem besteht eine 20%-Chance, dass beim Schießen keine Munition verbraucht wird."
"talent_desc_2036_2","Recovers 10 reserve ammo per second. While dual-wielding, doubles the amount of ammo recovery, and grants you a 35% chance not to consume ammo upon shooting.","Regeneriert 10 Reservemunition pro Sekunde. Während Akimbo: Regeneriert die doppelte Menge Reservemunition, zudem besteht eine 35%-Chance, dass beim Schießen keine Munition verbraucht wird."
"talent_desc_2036_3","Recovers 15 reserve ammo per second. While dual-wielding, doubles the amount of ammo recovery, and grants you a 50% chance not to consume ammo upon shooting.","Regeneriert 15 Reservemunition pro Sekunde. Während Akimbo: Regeneriert die doppelte Menge Reservemunition, zudem besteht eine 50%-Chance, dass beim Schießen keine Munition verbraucht wird."
"talent_desc_2037_1","Explosion AoE for grenades and explosives weapon +2m, and explosion DMG +30%.","Explosionsradius für Granaten und explosive Waffen +2m, Explosionsschaden +30%."
"talent_desc_2037_2","Explosion AoE for grenades and explosives weapon +4m, and explosion DMG +45%.","Explosionsradius für Granaten und explosive Waffen +4m, Explosionsschaden +45%."
"talent_desc_2037_3","Explosion AoE for grenades and explosives weapon +6m, and explosion DMG +100%.","Explosionsradius für Granaten und explosive Waffen +6m, Explosionsschaden +100%."
"talent_desc_2038_1","Explosive Grenade Base DMG +100%; there is a 30% chance of not consuming a grenade","Basisschaden von Explosivgranate +100%; es besteht eine Chance von 30%, dass keine Granate verbraucht wird."
"talent_desc_2038_2","Explosive Grenade Base DMG +150%; there is a 45% chance of not consuming a grenade","Basisschaden von Explosivgranate +150%; es besteht eine Chance von 45%, dass keine Granate verbraucht wird."
"talent_desc_2038_3","Explosive Grenade Base DMG +200%; there is a 60% chance of not consuming a grenade, and gain one grenade every 10s","Basisschaden von Explosivgranate +200%; es besteht eine Chance von 60%, dass keine Granate verbraucht wird. Erhalte alle 10s eine Granate."
"talent_desc_2039_1","+20% explosion DMG; +5% DMG dealt for each enemy within the explosion range","+20% Explosionsschaden, +5% verursachter Schaden für jeden Gegner im Explosionsradius."
"talent_desc_2039_2","+40% explosion DMG; +7% DMG dealt for each enemy within the explosion range","+40% Explosionsschaden, +7% verursachter Schaden für jeden Gegner im Explosionsradius."
"talent_desc_2039_3","+60% explosion DMG; +9% DMG dealt and +9% chance to deal double DMG for each enemy within the explosion range","+60% Explosionsschaden, +9% verursachter Schaden und zu +9% doppelter Schaden für jeden Gegner im Explosionsradius."
"talent_desc_2041_1","During Dual-Wielding, gain +3% Weapon DMG and +1% lucky shot chance every 0.5s with continuous firing (up to 20 stacks). \nLose 5 stacks every 0.5s when not firing.","Während Akimbo: Solange du schießt, alle 0,5s +3% Waffenschaden und +1% Glücksschusschance (bis zu 20 Stapel). \nDu verlierst 5 Stapel pro 0,5s, wenn du nicht schießt."
"talent_desc_2042_1|talent_desc_5405_1","-20% Reload Time, +30% Weapon DMG within 4s after reloading","-20% Nachladedauer und +30% Waffenschaden für 4s nach dem Nachladen."
"talent_desc_2042_2|talent_desc_5405_2","-35% Reload Time, +60% Weapon DMG within 5s after reloading","-35% Nachladedauer und +60% Waffenschaden für 5s nach dem Nachladen."
"talent_desc_2042_3|talent_desc_5405_3","-50% Reload Time, +100% Weapon DMG within 6s after reloading","-50% Nachladedauer und +100% Waffenschaden für 6s nach dem Nachladen."
"talent_desc_2043_1","Increase 30% Total DMG if grenades or explosive weapons deal DMG to only one enemy","+30% Gesamtschaden für Granaten und explosive Waffen, wenn sie nur einen Gegner treffen"
"talent_desc_2043_2","Increase 45% Total DMG if grenades or explosive weapons deal DMG to only one enemy","+45% Gesamtschaden für Granaten und explosive Waffen, wenn sie nur einen Gegner treffen"
"talent_desc_2043_3","Increase 60% Total DMG if grenades or explosive weapons deal DMG to 3 enemies or fewer","+60% Gesamtschaden für Granaten und explosive Waffen, wenn sie 3 oder weniger Gegner treffen"
"talent_desc_2044_1","Toss 2 grenades instead of 1 with no additional consumption.","Du wirfst immer 2 Granaten, ohne dass mehr verbraucht wird."
"talent_desc_2102_1","Energy Orb freezes enemies for 2 more seconds.","Energiesphäre friert den Gegner 2 weitere Sekunden lang ein."
"talent_desc_2102_2","Energy Orb freezes enemies for 4 more seconds.","Energiesphäre friert den Gegner 4 weitere Sekunden lang ein."
